# 
# 07/22/2024 21:31:41
# The parameters defined in the project are:
# ,P1 - C1 [degree],P2 - C2 [degree],P3 - C3 [degree],P4 - C4 [degree],P5 - W1 [degree],P6 - W2 [degree],P13 - velocity [m s^-1],P7 - fx-op [N],P8 - fy-op [N],P9 - fz-op [N],P10 - tx-op [J],P11 - ty-op [J],P12 - tz-op [J]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P6,P13,P7,P8,P9,P10,P11,P12
DP 186,-3.11408166072023,2.85623782984012,0.1,0.1,0.1,0.1,102,1.6203276,-0.89882085,33.692415,0.16482447,3.8569463,0.0071420667
DP 187,-8.36847680868084,10.0243887116727,0.1,0.1,0.1,0.1,102,1.0469129,-1.8286353,35.185322,0.44085967,8.3112942,0.010315675
DP 188,7.67502477306409,0.169127888276609,0.1,0.1,0.1,0.1,102,3.133828,-1.2991527,33.576218,0.4602533,-2.0882785,0.065339038
DP 189,-0.252483809409533,-19.3112025580943,0.1,0.1,0.1,0.1,102,2.7882812,-4.1931021,36.598027,1.5170573,-5.6725863,-0.067767995
DP 190,-9.27703272088326,-18.4941018701459,0.1,0.1,0.1,0.1,102,2.1496652,-4.0579159,36.618788,1.5087338,-1.9130399,-0.091476733
DP 191,4.9050641533786,11.2793948398658,0.1,0.1,0.1,0.1,102,1.4397166,-2.2042133,34.379868,0.47490823,3.3203702,0.11775341
DP 192,-2.9430549172145,-1.49198132317928,0.1,0.1,0.1,0.1,102,1.3975981,0.018935575,33.609379,-0.33534671,1.3118153,-0.024730435
DP 193,-13.4479111480797,-7.66671566205117,0.1,0.1,0.1,0.1,102,2.5694383,-1.0662948,35.473246,0.47068928,3.3456185,-0.11886988
DP 194,-7.81880951757859,-1.30440591298605,0.1,0.1,0.1,0.1,102,1.1006231,-1.8358098,33.752045,0.73742594,3.3363216,-0.051270835
DP 195,-2.17921960126798,-6.60334422154951,0.1,0.1,0.1,0.1,102,1.0876747,-0.93294747,33.535717,-0.078837199,-1.6933089,-0.045939065
DP 196,11.5276723169304,4.3180973569602,0.1,0.1,0.1,0.1,102,2.6387425,-0.814101,34.21067,0.42613973,-1.547553,0.120526
DP 197,-5.91950494375095,2.84327282119665,0.1,0.1,0.1,0.1,102,0.81096319,-1.6365446,33.603915,0.47929663,4.4019952,-0.016378747
DP 198,-4.63310054393753,-5.94219795545247,0.1,0.1,0.1,0.1,102,0.75140253,-1.9239075,33.598681,0.71184197,-0.38167409,-0.05053309
